Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2015 Specialized Stumpjumper 29er (XL),2015,Specialized,NoModelFound,1239,CAD,Excellent - Lightly Ridden,XL,29,130 mm,130 mm,Aluminium,model,https://www.pinkbike.com/buysell/3835189/
2024 Unno Burn XL,2024,NoManufacturer,NoModelFound,5686,CAD,Excellent - Lightly Ridden,XL,29,170 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3747803/
2019 Scott Genius 900 Tuned- size medium,2019,Scott,Genius,3800,USD,Excellent - Lightly Ridden,M,29,,,Carbon Fiber,front travel,https://www.pinkbike.com/buysell/3023146/
2018 Rocky Mountain Reaper 24/26,2018,Rocky Mountain,NoModelFound,1094,CAD,"Good - Used, Mechanically Sound",XS,26,,,Aluminium,model,https://www.pinkbike.com/buysell/3867289/
2020 Slash 9.9 X01 AXS - Project one custom paint,2020,NoManufacturer,NoModelFound,3500,USD,Excellent - Lightly Ridden,S,29,160 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3452461/
Santa Cruz Megatower CC XXL,,Santa Cruz,Megatower,4800,USD,Excellent - Lightly Ridden,XXL,29,170 mm,160 mm,Carbon Fiber,year,https://www.pinkbike.com/buysell/3355058/
2023 Piviot Mach 6,2023,NoManufacturer,NoModelFound,7000,USD,Excellent - Lightly Ridden,M,27.5 / 650B,160 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3637385/
2005 Santa Cruz Heckler Mountain Bike - Large,2005,Santa Cruz,NoModelFound,600,USD,Excellent - Lightly Ridden,19,26,130 mm,130 mm,Aluminium,model,https://www.pinkbike.com/buysell/3866784/
2023 S-Works StumpJumper EVO Dream Build,2023,NoManufacturer,NoModelFound,7290,CAD,Excellent - Lightly Ridden,XL,29,160 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3797627/
2013 Devinci Dixon RC,2013,Devinci,NoModelFound,1458,CAD,Excellent - Lightly Ridden,M,26,160 mm,153 mm,Aluminium,model,https://www.pinkbike.com/buysell/3866514/
2019 STUMPJUMPER EVO CUSTOM,2019,NoManufacturer,NoModelFound,2078,CAD,Excellent - Lightly Ridden,M,29,150 mm,135 mm,Aluminium,manufacturer,https://www.pinkbike.com/buysell/3767906/
2021 Mondraker foxy,2021,Mondraker,NoModelFound,2005,CAD,Excellent - Lightly Ridden,XL,29,160 mm,160 mm,Aluminium,model,https://www.pinkbike.com/buysell/3763382/
2019 Stumpy Evo (S4),2019,NoManufacturer,NoModelFound,2000,USD,Excellent - Lightly Ridden,L,29,160 mm,153 mm,Aluminium,manufacturer,https://www.pinkbike.com/buysell/3857038/
2018 Knolly Delirium Small,2018,Knolly,NoModelFound,1500,USD,"Good - Used, Mechanically Sound",S,27.5 / 650B,180 mm,170 mm,Aluminium,model,https://www.pinkbike.com/buysell/3866046/
2018 Calibre Bossnut EVO (Size XL),2018,NoManufacturer,NoModelFound,450,USD,"Good - Used, Mechanically Sound",XL,29,,,Aluminium,manufacturer,https://www.pinkbike.com/buysell/3864932/
2022 Stumpjumper S Works Evo S3,2022,NoManufacturer,NoModelFound,3699,USD,"Good - Used, Mechanically Sound",M,29,160 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3718034/
2020 Marin Wolfridge 8 Full Carbon medium,2020,Ari,NoModelFound,2333,CAD,Excellent - Lightly Ridden,17,29,160 mm,160 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3854145/
2016 Ibis Mojo HD3 - Medium Frame,2016,Ibis,Mojo,1750,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,,,Carbon Fiber,front travel,https://www.pinkbike.com/buysell/3864740/
2015 Custom Painted V1 Bronson,2015,NoManufacturer,NoModelFound,2000,USD,"Good - Used, Mechanically Sound",S,27.5 / 650B,160 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3849204/
2021 Rocky Mountain Reaper 27.5,2021,Rocky Mountain,NoModelFound,1458,CAD,"Good - Used, Mechanically Sound",XS,27.5 / 650B,150 mm,140 mm,Aluminium,model,https://www.pinkbike.com/buysell/3864380/
2019 Bronson C 27.5 S-Kit Large Grey,2019,NoManufacturer,NoModelFound,2500,USD,"Good - Used, Mechanically Sound",19,27.5 / 650B,160 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3441760/
2017 Specialized Stumpjumper FSR Comp 6 fattie,2017,Specialized,NoModelFound,1422,CAD,"Good - Used, Mechanically Sound",L,27.5 / 650B,150 mm,135 mm,Aluminium,model,https://www.pinkbike.com/buysell/3864261/
2016 Cannondale Jeykll 1,2016,Cannondale,NoModelFound,2916,CAD,Excellent - Lightly Ridden,L,27.5 / 650B,170 mm,160 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3864033/
2019 Rock Mountain Slayer,2019,NoManufacturer,NoModelFound,1823,CAD,"Good - Used, Mechanically Sound",S,27.5 / 650B,170 mm,170 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3863896/
