Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2019 Specialized Stumpjumper ST Storm Grey Size Small,2019,Specialized,Stumpjumper,3200,USD,Excellent - Lightly Ridden,S,27.5 / 650B,130 mm,130 mm,Aluminium,,https://www.pinkbike.com/buysell/3885077/
"2019 Santa Cruz Bronson , Medium",2019,Santa Cruz,Bronson,3000,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3902982/
"2018 Norco Sight A1 27.5"" Large",2018,Norco,Sight,1398,CAD,"Good - Used, Mechanically Sound",L,27.5 / 650B,150 mm,140 mm,Aluminium,,https://www.pinkbike.com/buysell/3903198/
2023 Intense Primer S - 40% OFF,2023,Intense,Primer,3899,USD,New - Unridden/With Tags,M,29,160 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3782033/
2023 Intense Primer 29 Expert - 35% OFF,2023,Intense,Primer,2899,USD,New - Unridden/With Tags,M,29,140 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3782085/
2023 Intense Primer 275 Expert - 40% OFF,2023,Intense,Primer,2899,USD,New - Unridden/With Tags,M,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3782089/
2024 Intense Primer 29 Expert,2024,Intense,Primer,4799,USD,New - Unridden/With Tags,M,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873069/
2024 Intense Primer 29 Expert,2024,Intense,Primer,4799,USD,New - Unridden/With Tags,L,29,140 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873071/
2024 Intense Primer 29 Expert,2024,Intense,Primer,4799,USD,New - Unridden/With Tags,S,29,140 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873072/
2023 Intense Primer S - 40% OFF,2023,Intense,Primer,3899,USD,New - Unridden/With Tags,L,29,160 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873079/
2023 Intense Primer S - 40% OFF,2023,Intense,Primer,3899,USD,New - Unridden/With Tags,XL,29,160 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873081/
2023 Intense Primer 275 Expert - 40% OFF,2023,Intense,Primer,2899,USD,New - Unridden/With Tags,L,27.5 / 650B,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873083/
2023 Intense Primer 275 Expert - 40% OFF,2023,Intense,Primer,2899,USD,New - Unridden/With Tags,S,27.5 / 650B,140 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873085/
2023 Intense Primer 29 Expert - 35% OFF,2023,Intense,Primer,2899,USD,New - Unridden/With Tags,L,29,140 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3873098/
2020 Specialized Stumpjumper EVO Pro,2020,Specialized,Stumpjumper,3000,USD,Excellent - Lightly Ridden,L,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3908773/
2022 Santa Cruz Chameleon single speed,2022,Santa Cruz,Chameleon,1600,USD,Excellent - Lightly Ridden,XL,29,140 mm,0 mm (Hardtail),Aluminium,,https://www.pinkbike.com/buysell/3922920/
2021 Evil Following V3 Lots of Upgrades,2021,Evil,Following,2900,USD,Excellent - Lightly Ridden,XL,29,140 mm,120 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3902764/
"2024 Specialized Stumpjumper Evo Pro T-Type, S4, NEW!",2024,Specialized,Stumpjumper,8000,USD,New - Unridden/With Tags,L,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3924899/
2023 Revel Rascal GX Eagle Kit - Size XL,2023,Revel,Rascal,3999,USD,New - Unridden/With Tags,XL,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3900049/
2019 Santa Cruz Chameleon 7 C Size L,2019,Santa Cruz,Chameleon,2208,CAD,Excellent - Lightly Ridden,L,29,140 mm,0 mm (Hardtail),Carbon Fiber,,https://www.pinkbike.com/buysell/3893221/
