Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2018 Chromag Primer M/L,2018,Chromag,Primer,1640,CAD,Excellent - Lightly Ridden,L,29,160 mm,0 mm (Hardtail),Steel,,https://www.pinkbike.com/buysell/3414457/
2022 S4 Specialized Stumpjumper EVo Alloy w/ Cascade Link,2022,Specialized,Stumpjumper EVO,3250,USD,Excellent - Lightly Ridden,L,29,160 mm,160 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3856554/
2023 S4 Specialized Enduro,2023,Specialized,Enduro,4250,USD,Excellent - Lightly Ridden,L,29,180 mm,180 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3856541/
2019 Kona Process 153 CR/DL Carbon Enduro Bike,2019,Kona,Process 153,4200,USD,"Good - Used, Mechanically Sound",L,27.5 / 650B,160 mm,153 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3856410/
2019 Custom Santa Cruz Hightower LT CC,2019,Santa Cruz,Hightower,4200,USD,Excellent - Lightly Ridden,L,29,160 mm,150 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3786739/
2021 Trek Slash 9.9 X01 Carbon Gen 5,2021,Trek,Slash,4228,CAD,Excellent - Lightly Ridden,L,29,170 mm,160 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3853512/
2023 Norco Range C2,2023,Norco,Range,3281,CAD,Excellent - Lightly Ridden,S,29,170 mm,170 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3820714/
2017 IBIS MOJO,2017,Ibis,Mojo,1823,CAD,"Good - Used, Mechanically Sound",L,27.5 / 650B,170 mm,170 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3855638/
2014 Norco Range,2014,Norco,Range,1500,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,160 mm,160 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3852866/
2020 Niner Rip 9 RDO 5-Star XTR Build,2020,Niner,RIP 9 RDO,4995,USD,Excellent - Lightly Ridden,L,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3814934/
